cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal
Analista de Dados,OLX Brasil,5.000,"Rio de Janeiro, Rio de Janeiro",Remoto,Júnior,1 ano de experiência,CLT,74.650,"Inclui bônus, PLR, stock options e comissões",66.650,8.000,Saiu da empresa em 2024 (ex-funcionário),Não informado,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,6.221
Analista de Dados e Analytics,Banco Itaú,12.000,"São Paulo, São Paulo",Híbrido,Sênior,15 anos de experiência,CLT,209.960,"Inclui bônus, PLR, stock options e comissões",159.960,50.000,Funcionário em abril de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Apoio psicológico,17.497
Analista de Dados,Singular pharma,5.500,"Salvador, Bahia",Presencial,Pleno,4 anos de experiência,CLT,73.315,"Inclui bônus, PLR, stock options e comissões",73.315,Não informado,Oferta de emprego recebida em outubro de 2024,Dados,Vale Refeição | Vale Transporte | Plano de Saúde | Gympass ou subsídio para academia,6.110
Analista de dados,Orbia,8.200,"São Paulo, São Paulo",Remoto,Pleno,7 anos de experiência,CLT,109.306,"Inclui bônus, PLR, stock options e comissões",109.306,Não informado,Funcionário em abril de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,9.109
Analista de Dados,Afya,8.000,São Paulo,Híbrido,Pleno,5 anos de experiência,CLT,122.640,"Inclui bônus, PLR, stock options e comissões",106.640,16.000,Saiu da empresa em 2025 (ex-funcionário),Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário,10.220
Analista de Dados,Shopee,9.150,"São Paulo, São Paulo",Híbrido,Pleno,3.5 anos de experiência,CLT,136.970,"Inclui bônus, PLR, stock options e comissões",121.970,15.000,Funcionário em março de 2025,Analytics,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,11.414
Analista de Dados,Sa Cavalcante,6.000,"Vila Velha, Espírito Santo",Presencial,Pleno,4 anos de experiência,CLT,85.980,"Inclui bônus, PLR, stock options e comissões",79.980,6.000,Funcionário em março de 2025,Não informado,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,7.165
Analista de Dados,Stone,9.880,São Paulo,Remoto,Pleno,5 anos de experiência,CLT,144.500,"Inclui bônus, PLR, stock options e comissões",131.700,12.800,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida,12.042
Analista de Dados,Banco Itaú,9.534,São Paulo,Híbrido,Pleno,7.5 anos de experiência,CLT,151.088,"Inclui bônus, PLR, stock options e comissões",127.088,24.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,12.591
Analista de dados,Cadastra Marketing Digital,2.566,"Recife, Pernambuco",Remoto,Júnior,2 anos de experiência,CLT,48.735,"Inclui bônus, PLR, stock options e comissões",34.205,1.200,Saiu da empresa em 2025 (ex-funcionário),Big data,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office | Gympass ou subsídio para academia | Day off no aniversário,4.061
Analista de Dados,A3 TRANSPORTE,4.950,"Taubaté, São Paulo",Presencial,Pleno,3 anos de experiência,CLT,67.184,"Inclui bônus, PLR, stock options e comissões",65.984,1.200,Oferta de emprego recebida em março de 2025,Dados,Vale Alimentação | Vale Transporte | Plano Odontológico | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,5.599
analista de dados pleno,Amigo Tech,4.176,"Recife, Pernambuco",Presencial,Pleno,6 anos de experiência,CLT,55.666,"Inclui bônus, PLR, stock options e comissões",55.666,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Licença paternidade estendida,4.639
Analista de Dados,Wellhub,16.300,"Natal, Rio Grande do Norte",Remoto,Sênior,4.5 anos de experiência,CLT,254.279,"Inclui bônus, PLR, stock options e comissões",217.279,22.000,Funcionário em março de 2025,Vendas,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,21.190
Analista de dados e BI,B/luz,6.000,São Paulo,Híbrido,Pleno,3 anos de experiência,PJ,72.000,"Inclui bônus, PLR, stock options e comissões",72.000,Não informado,Saiu da empresa em 2025 (ex-funcionário),Banco de Dados,Vale Refeição | Plano de Saúde | Home Office | Horário Flexível,6.000
Analista de Dados,Banco Bari,5.200,"Curitiba, Paraná",Presencial,Pleno,2 anos de experiência,CLT,74.516,"Inclui bônus, PLR, stock options e comissões",69.316,5.200,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,6.210
Analista de Dados,Truelogic,33.000,"Belo Horizonte, Minas Gerais",Remoto,Sênior,5 anos de experiência,PJ,396.000,"Inclui bônus, PLR, stock options e comissões",396.000,Não informado,Funcionário em março de 2025,Outra,Não informado,33.000
Analista de Dados,Smiles,12.500,"Barueri, São Paulo",Híbrido,Sênior,9 anos de experiência,CLT,196.625,"Inclui bônus, PLR, stock options e comissões",166.625,30.000,Funcionário em março de 2025,Marketing Digital,Vale Refeição | Vale Alimentação | Horário Flexível | Café Grátis | Day off no aniversário,16.385
Analista de Dados,PagBank,10.560,"São Paulo, São Paulo",Híbrido,Pleno,6 anos de experiência,CLT,170.265,"Inclui bônus, PLR, stock options e comissões",140.765,29.500,Funcionário em março de 2025,Analytics,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,14.189
Analista de Dados,iFood,9.000,"Osasco, São Paulo",Remoto,Pleno,2 anos de experiência,CLT,123.303,"Inclui bônus, PLR, stock options e comissões",119.970,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,10.275
Analista de Dados,Leafwell,16.000,"Belo Horizonte, Minas Gerais",Remoto,Pleno,6 anos de experiência,PJ,192.000,"Inclui bônus, PLR, stock options e comissões",192.000,Não informado,Funcionário em março de 2025,Dados,Home Office | Horário Flexível | Day off no aniversário,16.000
Analista de dados,+A Educação,5.500,São Paulo,Remoto,Pleno,3 anos de experiência,CLT,78.815,"Inclui bônus, PLR, stock options e comissões",73.315,5.500,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,6.568
Analista de Dados,Banco Itaú,7.500,São Paulo,Híbrido,Júnior,3 anos de experiência,CLT,123.975,"Inclui bônus, PLR, stock options e comissões",99.975,24.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,10.331
Analista de dados,Incentive.me,2.420,"Rio de Janeiro, Rio de Janeiro",Remoto,Júnior,4 anos de experiência,CLT,32.259,"Inclui bônus, PLR, stock options e comissões",32.259,Não informado,Funcionário em março de 2025,Desenvolvimento Web,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia,2.688
Analista de dados e BI,Nórdica Consultoria,5.000,"São Paulo, São Paulo",Remoto,Júnior,2 anos de experiência,CLT,66.650,"Inclui bônus, PLR, stock options e comissões",66.650,Não informado,Oferta de emprego recebida em junho de 2024,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horas extras | Apoio psicológico,5.554
Analista de Dados,Distrito,5.000,"São Paulo, São Paulo",Remoto,Pleno,2 anos de experiência,CLT,66.650,"Inclui bônus, PLR, stock options e comissões",66.650,Não informado,Saiu da empresa em 2023 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Alimentação | Day off no aniversário | Apoio psicológico,5.554
Analista de dados e BI,Compass UOL,5.800,Santa Catarina,Remoto,Júnior,3.6 anos de experiência,CLT,78.647,"Inclui bônus, PLR, stock options e comissões",77.314,Não informado,Funcionário em março de 2025,Administração de Power BI,Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,6.554
Analista de Dados,L&CO,4.500,"Belo Horizonte, Minas Gerais",Híbrido,Pleno,4 anos de experiência,CLT,73.985,"Inclui bônus, PLR, stock options e comissões",59.985,14.000,Funcionário em março de 2025,Ciência de Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,6.165
Analista de dados e BI,-,3.850,"Ponta Grossa, Paraná",Presencial,Júnior,3 anos de experiência,CLT,51.321,"Inclui bônus, PLR, stock options e comissões",51.321,Não informado,Funcionário em março de 2025,Engenharia,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,4.277
Analista de Dados,GFT Brasil,11.000,"Barueri, São Paulo",Remoto,Pleno,6 anos de experiência,CLT,147.630,"Inclui bônus, PLR, stock options e comissões",146.630,1.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Previdência privada | Seguro de vida | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,12.303
Analista de dados,Indicium,3.400,"Florianópolis , Santa Catarina",Remoto,Júnior,1 ano de experiência,CLT,45.322,"Inclui bônus, PLR, stock options e comissões",45.322,Não informado,Funcionário em março de 2025,Produção,Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Home Office | Horário Flexível | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,3.777
Analista de dados e BI,Unidas,5.400,Minas Gerais,Híbrido,Pleno,2 anos de experiência,CLT,82.782,"Inclui bônus, PLR, stock options e comissões",71.982,10.800,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,6.899
Analista de Dados,meutudo,17.000,Ceará,Remoto,Sênior,5 anos de experiência,PJ,267.000,"Inclui bônus, PLR, stock options e comissões",204.000,51.000,Saiu da empresa em 2024 (ex-funcionário),Outra,Plano de Saúde | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário,22.250
